Ex_Date,Record_Date,Symbol,Company_Name,Series,Action_Type,Ratio_or_Amount,Purpose,Face_Value,ISIN,BC_Start_Date,BC_End_Date
2022-09-22,,PVP,PVP Ventures Limited,EQ,MEETING,,Annual General Meeting,10,INE362A01016,2022-09-26,2022-09-30
2022-09-22,2022-09-23,RAILTEL,Railtel Corporation Of India Limited,EQ,DIVIDEND,0.65,Dividend - Re 0.65 Per Share,10,INE0DD101019,,
2022-09-22,,RAJESHEXPO,Rajesh Exports Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend - Re 1 Per Share,1,INE343B01030,2022-09-24,2022-09-30
2022-09-22,,RAJTV,Raj Television Network Limited,EQ,MEETING,,Annual General Meeting,5,INE952H01019,2022-09-24,2022-09-30
2022-09-22,,RAMASTEEL,Rama Steel Tubes Limited,EQ,MEETING,,Annual General Meeting,1,INE230R01019,2022-09-24,2022-09-30
2022-09-22,,RANASUG,Rana Sugars Limited,EQ,MEETING,,Annual General Meeting,10,INE625B01014,2022-09-24,2022-09-30
2022-09-22,,RICOAUTO,Rico Auto Industries Limited,EQ,DIVIDEND,0.40,Annual General Meeting/Dividend - Re 0.40 Per Share,1,INE209B01025,2022-09-24,2022-09-30
2022-09-22,,ROLLT,Rollatainers Limited,EQ,MEETING,,Annual General Meeting,1,INE927A01040,2022-09-24,2022-09-30
2022-09-22,,RTNINDIA,RattanIndia Enterprises Limited,EQ,MEETING,,Annual General Meeting,2,INE834M01019,2022-09-24,2022-09-30
2022-09-22,,RTNPOWER,RattanIndia Power Limited,EQ,MEETING,,Annual General Meeting,10,INE399K01017,2022-09-24,2022-09-30
2022-09-22,,RVNL,Rail Vikas Nigam Limited,EQ,DIVIDEND,0.25,Annual General Meeting/Dividend - Rs  0.25 Per Share,10,INE415G01027,2022-09-24,2022-09-30
2022-09-22,,SADBHAV,Sadbhav Engineering Limited,EQ,MEETING,,Annual General Meeting,1,INE226H01018,2022-09-24,2022-09-30
2022-09-22,,SADBHIN,Sadbhav Infrastructure Project Limited,EQ,MEETING,,Annual General Meeting,10,INE764L01010,2022-09-24,2022-09-30
2022-09-22,,SAMBHAAV,Sambhaav Media Limited,EQ,MEETING,,Annual General Meeting,1,INE699B01027,2022-09-23,2022-09-29
2022-09-22,,SANGAMIND,Sangam (India) Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,10,INE495C01010,2022-09-24,2022-09-29
2022-09-22,,SATIA,Satia Industries Limited,EQ,DIVIDEND,0.20,Annual General Meeting/Dividend - Re 0.20 Per Share,1,INE170E01015,2022-09-24,2022-09-30
2022-09-22,,SCI,Shipping Corporation Of India Limited,EQ,DIVIDEND,0.33,Annual General Meeting/Dividend - Re 0.33 Per Share,10,INE109A01011,2022-09-24,2022-09-28
2022-09-22,,SHANTI,Shanti Overseas (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE933X01016,2022-09-23,2022-09-30
2022-09-22,,SHYAMCENT,Shyam Century Ferrous Limited,EQ,MEETING,,Annual General Meeting,1,INE979R01011,2022-09-26,2022-09-27
2022-09-22,,SIGIND,Signet Industries Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend - Rs 0.5 Per Share,10,INE529F01035,2022-09-24,2022-09-30
2022-09-22,,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,MEETING,,Annual General Meeting,1,INE812G01017,2022-09-24,2022-09-30
2022-09-22,2022-09-23,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,DIVIDEND,0.30,Dividend - Re 0.30  Per Share,1,INE812G01017,,
2022-09-22,,SSWL,Steel Strips Wheels Limited,EQ,DIVIDEND,3.75,Annual General Meeting/Dividend - Rs 3.75 Per Share,1,INE802C01017,2022-09-24,2022-09-30
2022-09-22,,STYLAMIND,Stylam Industries Limited,EQ,MEETING,,Annual General Meeting,5,INE239C01020,2022-09-24,2022-09-30
2022-09-22,,SUPREMEENG,Supreme Engineering Limited,EQ,MEETING,,Annual General Meeting,1,INE319Z01013,2022-09-23,2022-09-30
2022-09-22,,SUULD,Suumaya Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE591Q01016,2022-09-24,2022-09-30
2022-09-22,,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,MEETING,,Annual General Meeting,1,INE308E01029,2022-09-24,2022-09-30
2022-09-22,,TARC,TARC Limited,EQ,MEETING,,Annual General Meeting,2,INE0EK901012,2022-09-26,2022-09-30
2022-09-22,,TARMAT,Tarmat Limited,EQ,MEETING,,Annual General Meeting,10,INE924H01018,2022-09-24,2022-09-30
2022-09-22,,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,DIVIDEND,0.07,Annual General Meeting/Dividend - Rs  0.075 Per Share,1,INE435C01024,2022-09-24,2022-09-30
2022-09-22,,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,DIVIDEND,0.10,Annual General Meeting/Dividend - Rs  0.10 Per Share,1,INE621L01012,2022-09-24,2022-09-30
2022-09-22,,TIRUPATIFL,Tirupati Forge Limited,EQ,MEETING,,Annual General Meeting,2,INE319Y01016,2022-09-24,2022-09-30
2022-09-22,,TOKYOPLAST,Tokyo Plast International Limited,EQ,MEETING,,Annual General Meeting,10,INE932C01012,2022-09-24,2022-09-30
2022-09-22,,TREEHOUSE,Tree House Education & Accessories Limited,EQ,MEETING,,Annual General Meeting,10,INE040M01013,2022-09-23,2022-09-29
2022-09-22,,UNIINFO,Uniinfo Telecom Services Limited,EQ,MEETING,,Annual General Meeting,10,INE481Z01011,2022-09-23,2022-09-29
2022-09-22,,V2RETAIL,V2 Retail Limited,EQ,MEETING,,Annual General Meeting,1,INE945H01013,2022-09-24,2022-09-30
2022-09-22,,VAKRANGEE,Vakrangee Limited,EQ,DIVIDEND,0.05,Annual General Meeting/Dividend - Re 0.05 Per Share,1,INE051B01021,2022-09-24,2022-09-27
2022-09-22,,VERTOZ,Vertoz Limited,EQ,MEETING,,Annual General Meeting,10,INE188Y01015,2022-09-24,2022-09-30
2022-09-22,,VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,DIVIDEND,0.40,Annual General Meeting/Dividend - Rs 0.40 Per Share,1,INE632C01026,2022-09-24,2022-09-30
2022-09-22,,VISESHINFO,Visesh Infotecnics Limited,EQ,MEETING,,Annual General Meeting,1,INE861A01017,2022-09-24,2022-09-30
2022-09-22,,VISHAL,Vishal Fabrics Limited,EQ,MEETING,,Annual General Meeting,5,INE755Q01025,2022-09-24,2022-09-30
2022-09-22,,WEBELSOLAR,Websol Energy System Limited,EQ,MEETING,,Annual General Meeting,1,INE855C01015,2022-09-24,2022-09-30
2022-09-22,,WINDMACHIN,Windsor Machines Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend - Re 1 Per Share,2,INE052A01021,2022-09-24,2022-09-30
2022-09-22,,WINSOME,Winsome Yarns Limited,EQ,MEETING,,Annual General Meeting,10,INE784B01035,2022-09-23,2022-09-29
2022-09-22,,WIPL,The Western India Plywoods Limited,EQ,DIVIDEND,0.80,Annual General Meeting/Dividend - Re 0.80 Per Share,10,INE215F01023,2022-09-23,2022-09-29
2022-09-22,,ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE318D01020,2022-09-23,2022-09-30
2022-09-21,,AKSHAR,Akshar Spintex Limited,EQ,MEETING,,Annual General Meeting,1,INE256Z01017,2022-09-23,2022-09-29
2022-09-21,,ALANKIT,Alankit Limited,EQ,DIVIDEND,0.20,Annual General Meeting/Dividend - Re 0.20 Per Share,1,INE914E01024,2022-09-23,2022-09-29
2022-09-21,,AMBIKCO,Ambika Cotton Mills Limited,EQ,DIVIDEND,35.00,Annual General Meeting/Dividend - Rs 35 Per Share,10,INE540G01014,2022-09-23,2022-09-29
2022-09-21,,AMDIND,AMD Industries Limited,EQ,DIVIDEND,0.75,Annual General Meeting/Dividend - Rs 0.75 Per Share,10,INE005I01014,2022-09-22,2022-09-28
2022-09-21,,ANDREWYU,Andrew Yule & Company Limited,EQ,MEETING,,Annual General Meeting,2,INE449C01025,2022-09-23,2022-09-29
2022-09-21,,APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,DIVIDEND,1.50,Annual General Meeting/Dividend - Rs 1.50 Per Share,5,INE451F01016,2022-09-23,2022-09-29
2022-09-21,,ARCOTECH,Arcotech Limited,EQ,MEETING,,Annual General Meeting,2,INE574I01027,2022-09-22,2022-09-28
2022-09-21,2022-09-22,ARIES,Aries Agro Limited,EQ,DIVIDEND,0.80,Dividend - Re 0.80 Per Share,10,INE298I01015,,
2022-09-21,,ARMANFIN,Arman Financial Services Limited,EQ,MEETING,,Annual General Meeting,10,INE109C01017,2022-09-23,2022-09-29
2022-09-21,,ARTNIRMAN,Art Nirman Limited,EQ,MEETING,,Annual General Meeting,10,INE738V01013,2022-09-23,2022-09-29
2022-09-21,,ASHAPURMIN,Ashapura Minechem Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend - Rs  0.50 Per Share,2,INE348A01023,2022-09-23,2022-09-29
2022-09-21,,ASTRON,Astron Paper & Board Mill Limited,EQ,MEETING,,Annual General Meeting,10,INE646X01014,2022-09-23,2022-09-29
2022-09-21,,ATCOM,Atcom Technologies Limited,EQ,MEETING,,Annual General Meeting,10,INE834A01014,2022-09-22,2022-09-29
2022-09-21,,ATNINTER,ATN International Limited,EQ,MEETING,,Annual General Meeting,4,INE803A01027,2022-09-22,2022-09-28
2022-09-21,,AUSOMENT,Ausom Enterprise Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend - Re 1 Per Share,10,INE218C01016,2022-09-23,2022-09-29
2022-09-21,,AVROIND,AVRO INDIA LIMITED,EQ,MEETING,,Annual General Meeting,1,INE652Z01017,2022-09-22,2022-09-28
2022-09-21,,BANKA,Banka BioLoo Limited,EQ,MEETING,,Annual General Meeting,10,INE862Y01015,2022-09-23,2022-09-29
2022-09-21,,BCP,B.C. Power Controls Ltd,EQ,MEETING,,Annual General Meeting,2,INE905P01028,2022-09-22,2022-09-28
2022-09-21,,BHAGYANGR,Bhagyanagar India Limited,EQ,MEETING,,Annual General Meeting,2,INE458B01036,2022-09-23,2022-09-28
2022-09-21,,BIL,Bhartiya International Limited,EQ,MEETING,,Annual General Meeting,10,INE828A01016,2022-09-23,2022-09-29
2022-09-21,,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,MEETING,,Annual General Meeting,10,INE829A01014,2022-09-23,2022-09-30
2022-09-21,,CALSOFT,California Software Company Limited,EQ,MEETING,,Annual General Meeting,10,INE526B01014,2022-09-22,2022-09-29
2022-09-21,,CAPLIPOINT,Caplin Point Laboratories Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend - Rs 2 Per Share,2,INE475E01018,2022-09-23,2022-09-29
2022-09-21,,CEREBRAINT,Cerebra Integrated Technologies Limited,EQ,MEETING,,Annual General Meeting,10,INE345B01019,2022-09-23,2022-09-29
2022-09-21,,CLSEL,Chaman Lal Setia Exports Limited,EQ,MEETING,,Annual General Meeting,2,INE419D01026,2022-09-23,2022-09-29
2022-09-21,,COCHINSHIP,Cochin Shipyard Limited,EQ,DIVIDEND,3.75,Annual General Meeting/Dividend - Rs 3.75 Per Share,5,INE704P01017,2022-09-23,2022-09-29
2022-09-21,,CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,MEETING,,Annual General Meeting,10,INE025A01027,2022-09-23,2022-09-29
2022-09-21,,CPCAP,CP Capital Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend - Re 1 Per Share,10,INE521J01018,2022-09-23,2022-09-29
2022-09-21,,CROWN,Crown Lifters Limited,EQ,MEETING,,Annual General Meeting,10,INE491V01019,2022-09-22,2022-09-29
2022-09-21,,CTE,Cambridge Technology Enterprises Limited,EQ,MEETING,,Annual General Meeting,10,INE627H01017,2022-09-23,2022-09-29
2022-09-21,,DCM,DCM  Limited,EQ,MEETING,,Annual General Meeting,10,INE498A01018,2022-09-23,2022-09-30
2022-09-21,,DEEPENR,DEEP ENERGY RESOURCES LIMITED,EQ,MEETING,,Annual General Meeting,10,INE677H01012,2022-09-23,2022-09-29
2022-09-21,,DHARAN,DHARAN INFRA-EPC LIMITED,EQ,MEETING,,Annual General Meeting,1,INE278R01034,2022-09-23,2022-09-30
2022-09-21,,DIGISPICE,DiGiSPICE Technologies Limited,EQ,MEETING,,Annual General Meeting,3,INE927C01020,2022-09-23,2022-09-29
2022-09-21,,DPWIRES,D P Wires Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend - Re 1 Per Share,10,INE864X01013,2022-09-23,2022-09-30
2022-09-21,2022-09-22,DYNPRO,Dynemic Products Limited,EQ,MEETING,,Annual General Meeting,10,INE256H01015,,
2022-09-21,2022-09-22,ECLERX,eClerx Services Limited,EQ,BONUS,1:2,Bonus 1:2,10,INE738I01010,,
2022-09-21,,EMAMIREAL,Emami Realty Limited,EQ,MEETING,,Annual General Meeting,2,INE778K01012,2022-09-23,2022-09-29
2022-09-21,2022-09-22,FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,1,INE09N301011,,
2022-09-21,,GALLANTT,Gallantt Ispat Limited,EQ,MEETING,,Annual General Meeting,10,INE297H01019,2022-09-23,2022-09-29
2022-09-21,,GAYAHWS,Gayatri Highways Limited,EQ,MEETING,,Annual General Meeting,2,INE287Z01012,2022-09-22,2022-09-28
2022-09-21,,GBGLOBAL,GB Global Limited,EQ,MEETING,,Annual General Meeting,10,INE087J01028,2022-09-22,2022-09-28
2022-09-21,,GOKEX,Gokaldas Exports Limited,EQ,MEETING,,Annual General Meeting,5,INE887G01027,2022-09-23,2022-09-29
2022-09-21,,GOKULAGRO,Gokul Agro Resources Limited,EQ,MEETING,,Annual General Meeting,1,INE314T01025,2022-09-23,2022-09-30
2022-09-21,,GOODLUCK,Goodluck India Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend - Rs 2 Per Share,2,INE127I01024,2022-09-23,2022-09-29
2022-09-21,,GRAVITA,Gravita India Limited,EQ,MEETING,,Annual General Meeting,2,INE024L01019,2022-09-23,2022-09-28
2022-09-21,,GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,DIVIDEND,10.00,Annual General Meeting/Dividend - Rs 10 Per Share,10,INE186A01019,2022-09-23,2022-09-29
2022-09-21,,GVPTECH,GVP Infotech Limited,EQ,MEETING,,Annual General Meeting,2,INE382T01030,2022-09-23,2022-09-29
2022-09-21,,HCC,Hindustan Construction Company Limited,EQ,MEETING,,Annual General Meeting,1,INE549A01026,2022-09-23,2022-09-29
2022-09-21,,HEALTHX,Health X Platform Limited,EQ,MEETING,,Annual General Meeting,10,INE019J01013,2022-09-23,2022-09-29
2022-09-21,,HEXATRADEX,Hexa Tradex Limited,EQ,MEETING,,Annual General Meeting,2,INE750M01017,2022-09-23,2022-09-29
2022-09-21,,HINDCOMPOS,Hindustan Composites Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend - Rs  2 Per Share,5,INE310C01011,2022-09-23,2022-09-29
2022-09-21,,HITECHGEAR,The Hi-Tech Gears Limited,EQ,DIVIDEND,1.50,Annual General Meeting/Dividend - Rs 1.50 Per Share,10,INE127B01011,2022-09-23,2022-09-29
2022-09-21,,HUBTOWN,Hubtown Limited,EQ,MEETING,,Annual General Meeting,10,INE703H01016,2022-09-23,2022-09-29
2022-09-21,,INDOSTAR,IndoStar Capital Finance Limited,EQ,MEETING,,Annual General Meeting,10,INE896L01010,2022-09-23,2022-09-29
2022-09-21,,INDOTECH,Indo Tech Transformers Limited,EQ,MEETING,,Annual General Meeting,10,INE332H01014,2022-09-23,2022-09-29
2022-09-21,,JAYNECOIND,Jayaswal Neco Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE854B01010,2022-09-23,2022-09-29
2022-09-21,,JINDALPHOT,Jindal Photo Limited,EQ,MEETING,,Annual General Meeting,10,INE796G01012,2022-09-23,2022-09-29
2022-09-21,,JINDALPOLY,Jindal Poly Films Limited,EQ,DIVIDEND,5.00,Annual General Meeting/Dividend - Rs 5 Per Share,10,INE197D01010,2022-09-23,2022-09-30
2022-09-21,,JITFINFRA,JITF Infralogistics Limited,EQ,MEETING,,Annual General Meeting,2,INE863T01013,2022-09-23,2022-09-29
2022-09-21,,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,MEETING,,Annual General Meeting,10,INE147P01019,2022-09-23,2022-09-29
2022-09-21,,JSL,Jindal Stainless Limited,EQ,MEETING,,Annual General Meeting,2,INE220G01021,2022-09-23,2022-09-24
2022-09-21,,JSLHISAR,Jindal Stainless (Hisar) Limited,EQ,MEETING,,Annual General Meeting,2,INE455T01018,2022-09-23,2022-09-24
2022-09-21,,JYOTISTRUC,Jyoti Structures Limited,EQ,MEETING,,Annual General Meeting,2,INE197A01024,2022-09-23,2022-09-30
2022-09-21,,KEYFINSERV,Keynote Financial Services Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend - Re 1 Per Share,10,INE681C01015,2022-09-22,2022-09-28
2022-09-21,,KIRIINDUS,Kiri Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE415I01015,2022-09-23,2022-09-29
2022-09-21,,KNRCON,KNR Constructions Limited,EQ,DIVIDEND,0.25,Annual General Meeting/Dividend - Re 0.25 Per Share,2,INE634I01011,2022-09-23,2022-09-29
2022-09-21,,KOTHARIPRO,Kothari Products Limited,EQ,MEETING,,Annual General Meeting,10,INE823A01017,2022-09-23,2022-09-30
2022-09-21,,LAOPALA,La Opala RG Limited,EQ,DIVIDEND,0.80,Annual General Meeting/Dividend - Re 0.80 Per Share,2,INE059D01012,2022-09-23,2022-09-29
2022-09-21,,LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,DIVIDEND,3.00,Annual General Meeting/Dividend - Rs  3 Per Share,10,INE850E01012,2022-09-22,2022-09-28
2022-09-21,2022-09-22,LOVABLE,Lovable Lingerie Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.5 Per Share,10,INE597L01014,,
2022-09-21,,LTFOODS,LT Foods Limited,EQ,MEETING,,Annual General Meeting,1,INE818H01020,2022-09-23,2022-09-30
2022-09-21,,MANINDS,Man Industries (India) Limited,EQ,MEETING,,Annual General Meeting,5,INE993A01026,2022-09-23,2022-09-29
2022-09-21,,MAWANASUG,Mawana Sugars Limited,EQ,DIVIDEND,3.00,Annual General Meeting/Dividend - Rs 3 Per Share,10,INE636A01039,2022-09-23,2022-09-29
2022-09-21,,MCDHOLDING,McDowell Holdings Limited,EQ,MEETING,,Annual General Meeting,10,INE836H01014,2022-09-23,2022-09-29
2022-09-21,2022-09-22,MIDHANI,Mishra Dhatu Nigam Limited,EQ,DIVIDEND,1.54,Dividend - Rs 1.54 Per Share,10,INE099Z01011,,
2022-09-21,,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,MEETING,,Annual General Meeting,5,INE245I01016,2022-09-22,2022-09-28
2022-09-21,,NFL,National Fertilizers Limited,EQ,MEETING,,Annual General Meeting,10,INE870D01012,2022-09-23,2022-09-29
2022-09-21,,NILAINFRA,Nila Infrastructures Limited,EQ,MEETING,,Annual General Meeting,1,INE937C01029,2022-09-23,2022-09-29
2022-09-21,,NIRAJ,Niraj Cement Structurals Limited,EQ,MEETING,,Annual General Meeting,10,INE368I01016,2022-09-23,2022-09-29
2022-09-21,,NLCINDIA,NLC India Limited,EQ,DIVIDEND,1.50,Annual General Meeting/Dividend - Rs  1.50 Per Share,10,INE589A01014,2022-09-23,2022-09-29
2022-09-21,,NRAIL,N R Agarwal Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE740D01017,2022-09-23,2022-09-29
2022-09-21,,OILCOUNTUB,Oil Country Tubular Limited,EQ,MEETING,,Annual General Meeting,10,INE591A01010,2022-09-22,2022-09-28
2022-09-21,,OMINFRAL,OM INFRA LIMITED,EQ,DIVIDEND,0.25,Annual General Meeting/Dividend - Re 0.25 Per Share,1,INE239D01028,2022-09-23,2022-09-29
2022-09-21,,OPTIEMUS,Optiemus Infracom Limited,EQ,MEETING,,Annual General Meeting,10,INE350C01017,2022-09-23,2022-09-29
2022-09-21,,ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,MEETING,,Annual General Meeting,1,INE725E01016,2022-09-23,2022-09-29
2022-09-21,,PANACHE,Panache Digilife Limited,EQ,MEETING,,Annual General Meeting,10,INE895W01019,2022-09-23,2022-09-29
2022-09-21,,PARACABLES,Paramount Communications Limited,EQ,MEETING,,Annual General Meeting,2,INE074B01023,2022-09-23,2022-09-29
2022-09-21,,PASUPTAC,Pasupati Acrylon Limited,EQ,MEETING,,Annual General Meeting,10,INE818B01023,2022-09-23,2022-09-29
2022-09-21,,PENINLAND,Peninsula Land Limited,EQ,MEETING,,Annual General Meeting,2,INE138A01028,2022-09-23,2022-09-29
2022-09-21,,PNCINFRA,PNC Infratech Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend - Rs  0.50 Per Share,2,INE195J01011,2022-09-23,2022-09-29
2022-09-21,,PODDARMENT,Poddar Pigments Limited,EQ,MEETING,,Annual General Meeting,10,INE371C01013,2022-09-23,2022-09-29
2022-09-21,2022-09-22,PODDARMENT,Poddar Pigments Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,10,INE371C01013,,
2022-09-21,,PRAKASHSTL,Prakash Steelage Limited,EQ,MEETING,,Annual General Meeting,1,INE696K01016,2022-09-22,2022-09-28
2022-09-21,,RADICO,Radico Khaitan Limited,EQ,DIVIDEND,3.00,Annual General Meeting/Dividend - Rs 3 Per Share,2,INE944F01028,2022-09-23,2022-09-29
2022-09-21,,REGENCERAM,Regency Ceramics Limited,EQ,MEETING,,Annual General Meeting,10,INE277C01012,2022-09-22,2022-09-30
2022-09-21,,REPL,Rudrabhishek Enterprises Limited,EQ,MEETING,,Annual General Meeting,10,INE364Z01019,2022-09-23,2022-09-29
2022-09-21,,RESPONIND,Responsive Industries Limited,EQ,DIVIDEND,0.10,Annual General Meeting/Dividend - Rs  0.10 Per Share,1,INE688D01026,2022-09-23,2022-09-30
2022-09-21,,ROTO,Roto Pumps Limited,EQ,DIVIDEND,2.85,Annual General Meeting/Dividend - Rs 2.85 Per Share,1,INE535D01029,2022-09-23,2022-09-29
2022-09-21,2022-09-22,RPPL,Rajshree Polypack Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,5,INE760W01015,,
2022-09-21,,S&SPOWER,S&S Power Switchgears Limited,EQ,MEETING,,Annual General Meeting,10,INE902B01017,2022-09-22,2022-09-28
2022-09-21,,SAKUMA,Sakuma Exports Limited,EQ,DIVIDEND,0.05,Annual General Meeting/Dividend - Re 0.05 Per Share,1,INE190H01016,2022-09-23,2022-09-29
2022-09-21,,SAMMAANCAP,Sammaan Capital Limited,EQ,MEETING,,Annual General Meeting,2,INE148I01020,2022-09-23,2022-09-26
2022-09-21,,SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend - Rs 2 Per Share,10,INE908D01010,2022-09-23,2022-09-29
2022-09-21,,SHALPAINTS,Shalimar Paints Limited,EQ,MEETING,,Annual General Meeting,2,INE849C01018,2022-09-23,2022-09-29
2022-09-21,,SHEKHAWATI,Shekhawati Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE268L01020,2022-09-22,2022-09-28
2022-09-21,,SHIVALIK,Shivalik Rasayan Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend - Re 0.50 Per Share,5,INE788J01021,2022-09-23,2022-09-29
2022-09-21,,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend - Rs 2 Per Share,10,INE712K01011,2022-09-23,2022-09-29
2022-09-21,,SJVN,SJVN Limited,EQ,DIVIDEND,0.55,Annual General Meeting/Dividend - Re 0.55 Per Share,10,INE002L01015,2022-09-23,2022-09-29
2022-09-21,,SOUTHWEST,South West Pinnacle Exploration Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend - Re 0.50 Per Share,10,INE980Y01015,2022-09-23,2022-09-29
2022-09-21,,SPCENET,Spacenet Enterprises India Limited,EQ,MEETING,,Annual General Meeting,1,INE970N01027,2022-09-22,2022-09-28
2022-09-21,,SPLIL,SPL Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE978G01016,2022-09-23,2022-09-29
2022-09-21,,SREEL,Sreeleathers Limited,EQ,MEETING,,Annual General Meeting,10,INE099F01013,2022-09-23,2022-09-29
2022-09-21,,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,DIVIDEND,3.50,Annual General Meeting/Dividend - Rs  3.50 Per Share,10,INE917H01012,2022-09-23,2022-09-29
2022-09-21,,STCINDIA,The State Trading Corporation of India Limited,EQ,MEETING,,Annual General Meeting,10,INE655A01013,2022-09-23,2022-09-30
2022-09-21,,STEL,Stel Holdings Limited,EQ,MEETING,,Annual General Meeting,10,INE577L01016,2022-09-23,2022-09-29
2022-09-21,,SURANASOL,Surana Solar Limited,EQ,MEETING,,Annual General Meeting,5,INE272L01014,2022-09-23,2022-09-28
2022-09-21,,SUZLON,Suzlon Energy Limited,EQ,MEETING,,Annual General Meeting,2,INE040H01021,2022-09-23,2022-09-29
2022-09-21,,TEXMOPIPES,Texmo Pipes and Products Limited,EQ,MEETING,,Annual General Meeting,10,INE141K01013,2022-09-23,2022-09-29
2022-09-21,,TFL,Transwarranty Finance Limited,EQ,MEETING,,Annual General Meeting,10,INE804H01012,2022-09-22,2022-09-28
2022-09-21,,TIJARIA,Tijaria Polypipes Limited,EQ,MEETING,,Annual General Meeting,10,INE440L01017,2022-09-22,2022-09-28
2022-09-21,,TNPETRO,Tamilnadu PetroProducts Limited,EQ,DIVIDEND,3.00,Annual General Meeting/Dividend - Rs  3 Per Share,10,INE148A01019,2022-09-23,2022-09-29
